,author,statement,source,date,target
191,Tom Kertscher,"Donald Trump in 2020 ""said he trusted the Taliban and then set in motion an even earlier exit"" from Afghanistan.",Occupy Democrats,"August 17, 2021",half-true
192,Tom Kertscher,“Mayo Clinic study shows Pfizer vaccine dropped to 42% effective.”,Instagram posts,"August 17, 2021",half-true
193,Madison Czopek,“It’s not unusual for hospitals to sit at max or near max capacity on any given day.”,Erin Marie Olszewski,"August 11, 2021",half-true
194,D.L. Davis,“We are not having replacement birth rates. We have had more people leaving the state than coming in over the last 30 years.”,Kurt Bauer,"August 10, 2021",half-true
195,Tom Kertscher,"""I will need to show proof to do anything indoors in” New York City, “but not when I vote?""",Viral image,"August 9, 2021",half-true
196,Tom Kertscher,"Sweden had few COVID deaths in July, despite low vaccination rates, relaxed lockdown rules and low mask compliance.",Steve Deace,"August 6, 2021",half-true
197,Paul Specht,"Says he worked to pass the 2018 farm bill “that helped farmers, invest(ed) in rural broadband, and added work requirements for able-bodied adults, Budd voted NO.”",Mark Walker,"August 3, 2021",half-true
198,Paul Specht,"""Lumber prices can be tied to the (Trump) administration’s actions.""",Alma Adams,"July 23, 2021",half-true
199,Amy Sherman,“You’re not going to get COVID if you have these vaccinations.”,Joe Biden,"July 22, 2021",half-true
200,Paul Specht,“Over 75% of (North Carolina) supports medical marijuana.”,Wiley Nickel,"July 14, 2021",half-true
201,Louis Jacobson,"“We have now created over 3 million jobs since I took office, more jobs than have ever been created in the first five months of any presidency in modern history.”",Joe Biden,"July 9, 2021",half-true
202,Madeline Heim,“Wisconsin is 49th in public health spending.”,Jon Erpenbach,"July 9, 2021",half-true
203,Tom Kertscher,Four pharmaceutical companies have questionable track records that suggest their COVID-19 vaccines aren’t safe.,Instagram posts,"July 8, 2021",half-true
204,Andy Nguyen,Three white former police officers were sentenced to less prison time — combined — for killing three Black people than a Black man was for selling marijuana.,Instagram posts,"July 7, 2021",half-true
205,Tom Kertscher,"""President Trump's net gain while in office $0, Nancy Pelosi's net gain while in office $191 million.""",Instagram posts,"July 7, 2021",half-true
206,Jill Terreri,“40% of jobs in this country pay less than the average unemployment check of $750/week.”,Adriano Espaillat,"• July 3,",half-true
207,Jason Asenso,“The national debt is now bigger than our economy. That hasn’t happened since World War Two – and we’re in peacetime. Joe Biden is digging a hole America can never fill.”,Nikki Haley,"July 2, 2021",half-true
208,Lyle Muller,"""We’re not even remotely close to a point to say that we’re at rising inflation.""",Cindy Axne,"July 1, 2021",half-true
209,Andy Nguyen,"""Japan has banned all (Black Lives Matter) apparel from the Olympics. No one can kneel or raise fists during the anthems either.""",Facebook posts,"June 28, 2021",half-true
210,Tom Kertscher,It was “the left” that “finally” made Juneteenth a national holiday.,Diamond and Silk,"June 21, 2021",half-true
211,Miriam Valverde,“That meth … it’s almost all coming across the southern border and it’s been accelerating for the last six months.”,Ron DeSantis,"June 21, 2021",half-true
212,Laura Schulte,"During the pandemic, “I’ve been in D.C. voting regularly.”",Mark Pocan,"June 15, 2021",half-true
213,Brandon Mulder,"Says Austin should be putting more police on the streets. “Why are we going the other way? (Austin leaders are saying) ‘Oh, let’s reimagine police by getting rid of them.' What do you have? You have a doubling of murder in Austin, Texas.”",Chip Roy,"June 11, 2021",half-true
214,Paul Specht,"Says North Carolina moved “from among the worst business rankings in the country, to the top 10.”",Paul Newton,"June 9, 2021",half-true
215,Nusaiba Mizan,“Right to Work states have: faster private sector employment growth”,Wisconsin Manufacturers and Commerce,"June 9, 2021",half-true
216,Louis Jacobson,"“The filibuster, if it does not get reformed, still means that maybe 30% of the population potentially controls the majority of Senate seats.”",Barack Obama,"June 2, 2021",half-true
217,Tom Kertscher,"Lumber, gas, wheat, coal and corn cost more in April 2021 ""in Joe Biden's America"" than they did a year earlier.",Facebook posts,"May 27, 2021",half-true
218,Clara Hendrickson,A Republican bill in Michigan “would make it a crime for election officials … to share information about how to vote by mail and where to find a ballot drop box.”,Jocelyn Benson,"May 26, 2021",half-true
219,Bill McCarthy,A video shows “Dems caught not wearing masks” at the White House.,Instagram posts,"May 24, 2021",half-true
220,Haley BeMiller,"""Since 2010, student debt has increased by 102% and real wages have fallen by over 8%.”",Tom Nelson,"May 21, 2021",half-true
221,Paul Specht,"Says “75% of third-graders in this year’s class are not reading at a third grade level” and, for those who don’t catch up, there’s “an 80% chance that you will not graduate.”",Pat McCrory,"May 14, 2021",half-true
222,Louis Jacobson,“The research showed … that confidence overall in the vaccines increased after the pause” to review the safety of Johnson & Johnson’s coronavirus vaccine.,Jeffrey Zients,"May 14, 2021",half-true
223,Sasha Hupka,"“After California taxes, Trey Lance's $34.1M rookie deal becomes just $16M.""",Instagram posts,"May 13, 2021",half-true
224,Noah Y.,“Montana is canceling unemployment because of a workforce shortage.”,Facebook posts,"• May 12,",half-true
225,Madeline Heim,"""There’s no strings attached to that money that we’d be getting as an incentive to expand Medicaid.""",Jon Erpenbach,"May 7, 2021",half-true
226,Madison Czopek,11.6 million people watched Biden’s first presidential address to Congress while far larger audiences watched Donald Trump’s speeches.,Viral image,"May 3, 2021",half-true
227,Louis Jacobson,“Corporate income has increased as a share of” gross domestic product.,Janet Yellen,"May 3, 2021",half-true
228,Lyle Muller,"""Only <6% of the $2.1 trillion 'infrastructure' bill contains funding for roads & bridges.”",Randy Feenstra,"April 30, 2021",half-true
229,Haley BeMiller,A new state agreement with Foxconn “will save Wisconsin taxpayers $2.77 billion.”,Tony Evers,"April 30, 2021",half-true
230,Paul Specht,“One of (Joe Biden’s) first acts in office was sending an immigration bill to Congress to grant mass amnesty to illegal immigrants.”,Thom Tillis,"April 27, 2021",half-true
231,Amy Sherman,Says his administration’s efforts have led to more school reopenings.,Joe Biden,"April 27, 2021",half-true
232,Tom Kertscher,Children ages 5 to 9 “are not affected by” the coronavirus.,Facebook posts,"April 23, 2021",half-true
233,Kiannah Sepeda-Miller,“We have 23% of all the lead pipe leads in America in the Chicagoland area.”,Richard Durbin,"April 18, 2021",half-true
234,Tom Kertscher,"""Kids in cages"" in border facilities are ""at 700% capacity.""",Facebook posts,"April 15, 2021",half-true
235,Jill Terreri,"""In fact, the data coming in from some states that have legalized marijuana is that they actually see a decrease in use over time, particularly among young people.""",Liz Krueger,"• April 9,",half-true
236,Tom Kertscher,"“Kids at the border: 2,600 highest number Trump, 12,000 currently under Biden.”",Brandon Tatum,"April 9, 2021",half-true
237,Tom Kertscher,"Colorado “requires photo ID to vote in person, requires signature verification for mail-in ballots, which Georgia got rid of, and prevents campaign workers from giving food, water to voters within 100 feet if they’re wearing campaign apparel.”",Facebook posts,"April 7, 2021",half-true
238,Haley BeMiller,"""Over the past decade, drug prices have risen at three times the rate of inflation.""",Tammy Baldwin,"April 7, 2021",half-true
239,Louis Jacobson,The proposal by President Joe Biden would put the U.S. “No. 2 in the world” for the highest corporate tax rate.,Roy Blunt,"April 6, 2021",half-true
240,Raeanne Beckner,"H.R. 1 “mandates practices nationwide” that include “ballot harvesting, universal mail-in voting and same-day registration.”",Alex Mooney,"April 5, 2021",half-true
241,Warren Fiske,“Two out of our last three governors in Virginia were investigated by the FBI. One went to jail and one is running for office again in this election.”,Jennifer Carroll Foy,"April 5, 2021",half-true
242,Eric Litke,“It took the Legislature nearly 300 days to act on a (COVID-19) bill during this pandemic.”,Tony Evers,"April 2, 2021",half-true
243,Jon Greenberg,"Says Deborah Birx “traveled a great distance to see her family for Thanksgiving, only to have them call the police and turn her in. She then ... resigned.”",Donald Trump,"March 30, 2021",half-true
244,Tom Kertscher,"“Minority farmers get big bonus, white ones get none,” because of Democrats.",Facebook posts,"March 30, 2021",half-true
245,Eric Litke,"Judge Jeff Davis ""spent years defending a convicted cop killer"" and ""tried to get him off the hook.""",Shelley Grogan,"March 30, 2021",half-true
246,Noah Y.,Nike and Lil Nas X are launching “demonic shoes” containing human blood.,Facebook posts,"• March 29,",half-true
247,Brandon Mulder,"""We began seeing the increase in unaccompanied minors going back to last April 2020. This is not something that happened as a result of Joe Biden becoming president.”",Veronica Escobar,"March 29, 2021",half-true
248,Jon Greenberg,"The Democratic clean energy plan is pro-China, because ""90% of the solar panels, 80% of the wind machines, 90% of the rare earth minerals … are in Asia or in China.”",Cathy McMorris Rodgers,"March 29, 2021",half-true
249,Julie Appleby,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",Rand Paul,"March 26, 2021",half-true
250,Bill McCarthy,"""In 2004, George W. Bush lifted the ban on those (AR-15 type) rifles, and since then, the number of massacres has increased 183%. During the ban, there were 12 incidents. Since he lifted the ban, there were 34 incidents.""",Joy Behar,"March 25, 2021",half-true
251,Paul Specht,"""Illegal border crossings are up 173% from 1 year ago and 28% since January when President Biden stopped the wall & deportations and started catch & release.""",Richard Hudson,"March 25, 2021",half-true
252,Miriam Valverde,The border surge is “challenging” because the immigration system that had been in place for decades “was dismantled in its entirety by the Trump administration.”,Alejandro Mayorkas,"March 24, 2021",half-true
253,Ciara O'Rourke,"“Last week, the Colorado Supreme Court declared that Boulder’s AR-15 ban was unconstitutional. Today, there was a mass shooting in Boulder.”",Viral image,"March 23, 2021",half-true
254,Kiannah Sepeda-Miller,The American Rescue Plan Act “does not” include “checks and balances” on how funds for state and local governments can be spent.,Mike Bost,"March 21, 2021",half-true
255,Laura Schulte,“We have reached our goal to clear the backlog of (unemployment) claims.”,Amy Pechacek,"March 17, 2021",half-true
256,D.L. Davis,"""Wisconsin is one of only nine states in the nation in which 17 year-olds are automatically treated as adults in the criminal justice system.""",LaKeshia Myers,"March 16, 2021",half-true
257,Louis Jacobson,"The Republican tax bill passed in 2017 ""gave 83% of the benefits to the top 1%.""",Nancy Pelosi,"March 16, 2021",half-true
258,Miriam Valverde,Says the Biden administration is canceling immigration detainers and “requiring our law enforcement leaders to release” serious criminal offenders.,Ashley Moody,"March 12, 2021",half-true
259,Chris Nichols,"“California’s [COVID-19] death rate has remained one of the lowest per capita in the nation: 134 deaths per 100,000, compared to 158 nationally, 153 in Texas and 247 in New York.”",Gavin Newsom,"March 10, 2021",half-true
260,William Skipworth,Says his amendment on a budget bill “would have helped get kids back in school after teachers were vaccinated. Every single Senate Democrat voted against it.”,Roy Blunt,"March 10, 2021",half-true
261,Jon Greenberg,"In rejecting his amendment, “Democrats voted to send reopening money to schools that refuse to reopen.”",Marco Rubio,"March 9, 2021",half-true
262,Jill Terreri,"Says Gov. Andrew Cuomo ""issued a legal blanket immunity, and snuck that into our budget, giving these facilities essentially a license to kill, a get-out-of-jail free card.”",Ron Kim,"• March 6,",half-true
263,Madeline Heim,"""Youth usage of marijuana has actually gone down in states that have fully legalized.”",Melissa Agard,"March 5, 2021",half-true
264,Chris Nichols,Voting-rights legislation proposed by Democrats in Congress called H.R. 1 “would force states to restore the voting rights of convicted felons—including violent felons convicted of murder or rape.”,Doug LaMalfa,"March 4, 2021",half-true
265,Amy Sherman,Says the American Civil Liberties Union opposes H.R. 1 on grounds that “it threatens our freedom of speech.”,Ronna McDaniel,"March 1, 2021",half-true
266,Jon Greenberg,"“There’s about 9% of (the American Rescue Plan) actually going to COVID, meaning 91% of it is not even COVID-related.”",Ted Budd,"March 1, 2021",half-true
267,Louis Jacobson,“I have never sued a nun — any nuns.”,Xavier Becerra,"February 26, 2021",half-true
268,Kiannah Sepeda-Miller,"“For the month of February, Illinois has been the vaccination leader among the 10 most populous states in the country.”",JB Pritzker,"February 25, 2021",half-true
269,Eric Litke,"“On average, 17% of a family’s income goes towards child care in Wisconsin.”",Sarah Godlewski,"February 23, 2021",half-true
