,author,statement,source,date,target
195,W. Gardner,"""There’s not one public study, and by public study I mean a study available to the public, that has looked at using the product Kaput to poison feral hogs.""",Will Herring,"• March 16,",mostly-true
196,Louis Jacobson,"""It's important to pay attention to the Russian spy drama, but let's not ignore the fact that the following (10) bills have been introduced"" in the House.",Social Media,"March 7, 2017",mostly-true
197,Gabrielle Healy,"""We've repealed regulations for the first time in 20 years using the Congressional Review Act -- three regulations that were going to cost the economy hundreds of millions of dollars and tens of thousands of jobs.""",Rand Paul,"March 2, 2017",half-true
198,Lauren Carroll,"""I would imagine that there's probably a gun in the school (in Wapiti, Wyo.) to protect from potential grizzlies.""",Betsy DeVos,"January 18, 2017",false
199,Linda Qiu,"Says Rex Tillerson ""sued to keep a fracking project out of his backyard.""",Food & Water Watch,"December 14, 2016",mostly-true
200,W. Gardner,"Says that when San Francisco banned plastic grocery bags, ""you saw the number of instances of people going to the ER with things like salmonella and other related illnesses"" spike.",James Quintero,"• November 23,",barely-true
201,Amy Sherman,"Says Donald Trump said he intends ""to open up additional areas off the coast to oil drilling"" during the campaign.",Bill Nelson,"November 22, 2016",mostly-true
202,Cara Lombardo,"Says U.S. Sen. Ron Johnson ""doesn't even believe that there's a man-made role in climate change.""",Russ Feingold,"October 31, 2016",mostly-true
203,Lauren Carroll,"""We are now, for the first time ever, energy independent.""",Hillary Clinton,"October 11, 2016",false
204,Jon Greenberg,"Says ""Hillary Clinton set aside environmental and labor rules to help a South Korean company with a record of violating workers’ rights set up what amounts to a sweatshop in Haiti.""",Donald Trump,"October 11, 2016",barely-true
205,Nadia Pflaum,"Says ""Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.""",ClearPath Action Fund,"October 10, 2016",barely-true
206,Allison Graves,"Says she ""voted for a statewide fracking ban.""",Dana Young,"October 5, 2016",half-true
207,Chris Nichols,"""Not one penny of (California’s Prop 67) bag ban tax goes to the environment.""",No on 67,"October 3, 2016",half-true
208,Dan Clark,"""No fracking waste is being dumped in New York State""",Basil Seggos,"September 30, 2016",false
209,Amy Sherman,"Says Miami Congressman Carlos ""Curbelo supports drilling offshore"" and ""repeatedly voted against President Obama's ability to fight pollution and combat climate change.""",Democratic Congressional Campaign Committee,"September 29, 2016",barely-true
210,Lauren Carroll,"""I did not — I did not — I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese.",Donald Trump,"September 26, 2016",barely-true
211,C. Eugene,"Says Hillary Clinton and Tim Kaine ""want to shut down shale, and shut down natural gas.""",Donald Trump,Jr. • September,half-true
212,Joshua Gillin,"Says ""Patrick Murphy’s ‘Pay More’ energy agenda means you could pay another $500 a year for your utility bills!""",Americans for Prosperity: Florida,"September 20, 2016",barely-true
213,Will Doran,"North Carolina’s coast ""is possibly the best place in (the) U.S. for an offshore windfarm.""",Duane Hall,"September 9, 2016",mostly-true
214,Tom Kertscher,"""The climate hasn't warmed in quite a few years. That is proven scientifically.""",Ron Johnson,"August 12, 2016",false
215,Louis Jacobson,"""The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.""",Donald Trump,"August 9, 2016",false
216,Joshua Gillin,"""The mosquito population in South Florida is larger than it is in many other communities in the country.""",Josh Earnest,"August 5, 2016",true
217,Amy Sherman,"Says Debbie Wasserman Schultz ""has voted for huge subsidies for the sugar industry ... as well as for delays in cleanups.""",Tim Canova,"July 25, 2016",mostly-true
218,Riley Snyder,"""(Koch Industries) is among the worst in toxic air pollution in the entire United States ... and churns out more climate-changing greenhouse gases than oil giants Chevron, Shell and Valero.""",Harry Reid,"July 19, 2016",mostly-true
219,Dan Clark,"""John Faso took money from fossil fuel companies as they tried to take your land by eminent domain for a fracked gas pipeline.""",Zephyr Teachout,"July 18, 2016",half-true
220,Chris Nichols,"""When he served as governor, Schwarzenegger preserved more land than any other gubernatorial administration in California’s history.""",Bonnie Reiss,"July 1, 2016",mostly-true
221,C. Eugene,"""There are tens of thousands of homes right here in California where you turn on the faucet but you can't drink the water.""",Bernie Sanders,Jr. • June,half-true
222,Joshua Gillin,"Says it's not true that Florida black bears are an ""apex predator.""",Stacy White,"June 8, 2016",half-true
223,Jon Greenberg,"In California, ""the windmills are killing hundreds and hundreds of eagles.""",Donald Trump,"May 31, 2016",barely-true
224,Linda Qiu,"""I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clinton's) position.""",Bernie Sanders,"May 29, 2016",mostly-true
225,Linda Qiu,"""By the time you drink your coffee, an elephant is killed for its ivory tusks.""",Minka Kelly,"May 17, 2016",half-true
226,Cassie Owens,"Says Katie McGinty ""actually agrees with Hillary Clinton and the most liberal wing of the Democrats on everything.""",Pat Toomey,"May 16, 2016",half-true
227,Joshua Gillin,"Under a new federal regulation, it will cost Pinellas County ""$31 million to fix a single ditch.""",David Jolly,"May 9, 2016",barely-true
228,Nadia Pflaum,"Says Sherwin-Williams is ""making lead paint and poisoning people around the world.""",Occupational Knowledge International,"April 26, 2016",half-true
229,Louis Jacobson,"""In last week’s debate, Bernie questioned Hillary’s commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent.""",Robby Mook,"April 22, 2016",mostly-true
230,C. Eugene,"""Every bit of plastic that has ever been created still exists.""",Jeff Bridges,Jr. • April,false
231,Linda Qiu,"Says Hillary Clinton supported and continues to ""support fracking.""",Bernie Sanders,"April 13, 2016",mostly-true
232,James B.,"Says Chris Abele ""has had five years and he’s done nothing"" about the Estabrook Dam.",Chris Larson,"• April 1,",false
233,Amy Sherman,"""The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations.""",Ted Cruz,"March 31, 2016",barely-true
234,James B.,"An image in a Chris Abele TV ad depicts ""wealthy citizens"" who would benefit from a ""lake"" created by the controversial Estabrook Dam.",Chris Abele,"• March 29,",pants-fire
235,Mary McIntyre,"""The [Obama] administration’s regulatory assault on coal-fired energy has put thousands of Americans out of work""",Roy Blunt,"March 16, 2016",barely-true
236,Linda Qiu,"""The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.""",Hillary Clinton,"March 10, 2016",false
237,Linda Qiu,"""We have a higher rate of tested lead in people in Cleveland than in Flint.""",Hillary Clinton,"March 7, 2016",mostly-true
238,Riley Snyder,"Says Donald Trump ""wants to keep big government in charge"" of federally-owned land.",Ted Cruz,"February 23, 2016",mostly-true
239,C. Eugene,"""Not one Republican has the guts to recognize that climate change is real.""",Bernie Sanders,Jr. • February,false
240,Nick Reid,"""We now have more jobs in solar than we do in oil.""",Hillary Clinton,"January 29, 2016",false
241,Filipa Ioannou,"""The Electric Reliability Council of Texas (ERCOT) has estimated that the Obama administration’s Power Plan will cause energy costs in Texas to rise as much as 16 percent per year.""",Lamar Smith,"December 17, 2015",false
242,Louis Jacobson,"""We're practically not allowed to use coal any more. What do we do with our coal? We ship it to China and they spew it in the air.""",Donald Trump,"December 15, 2015",barely-true
243,Tom Kertscher,"Despite attention on global warming, ""fewer Americans carpool today to work than carpooled in 1980"" and ""SUVs have never been a larger proportion of the vehicles being sold in this country.""",George Will,"December 4, 2015",mostly-true
244,Linda Qiu,"Says Ohio Gov. John Kasich ""got lucky with a thing called fracking,"" which ""is why Ohio is doing well.""",Donald Trump,"November 2, 2015",false
245,Joshua Gillin,"""The federal government owns about half of the West, yet it continues to acquire more land.""",Jeb Bush,"October 27, 2015",mostly-true
246,Mark Reynolds,"""In 40 years, 23,000 chemicals came on the market and only four were regulated.""",Sheldon Whitehouse,"October 25, 2015",barely-true
247,Amy Sherman,"To abide by Environmental Protection Agency rules when mining or drilling you have ""to take caution not to disturb bodies of water barely bigger than a puddle.""",Marco Rubio,"October 22, 2015",barely-true
248,Louis Jacobson,"""Fifteen out of the 20 most polluted cities in the world"" are in India and China.",Jim Webb,"October 15, 2015",mostly-true
249,Lauren Carroll,On the Keystone XL pipeline,Hillary Clinton,"October 14, 2015",no-flip
250,James B.,"Says U.S. Sen. Ron Johnson ""led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225,000 from polluters.""",League of Conservation Voters,"• October 9,",mostly-true
251,Linda Qiu,"Says ""the cascading effects"" of climate change contributed to the rise of ISIS.",Martin O'Malley,"September 23, 2015",mostly-true
252,Tom Kertscher,"The Obama administration’s ""own Environmental Protection Agency"" has said its Clean Power Plan ""will have a marginal impact on climate change.""",Scott Walker,"September 21, 2015",half-true
253,Joshua Gillin,"""There has never been a panther attack in the history of Florida.""",Ron Bergeron,"September 8, 2015",mostly-true
254,Will Cabaniss,""" 'Denali' is the Kenyan word for 'black power.' """,Viral image,"September 3, 2015",pants-fire
255,Lauren Carroll,"The Obama administration is ""proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obama's Clean Power Plan would even save through 2030.""",Credo Action,"September 1, 2015",barely-true
256,Warren Fiske,"On unemployment rates: ""We have counties in Southwest Virginia that are well into double digits and some that are pushing 20 percent.""",Israel O'Quinn,"August 17, 2015",false
257,W. Gardner,"Austin is ""effectively"" imposing ""a ban on barbecue restaurants.""",Rush Limbaugh,"• August 4,",pants-fire
258,Will Cabaniss,"""In 1947, when I was born, there were about 450,000 lions. In the mid-70s, when my kids were born, there were about 100,000. Today, there are less than 30,000.""",Jack Hanna,"August 3, 2015",mostly-true
259,W. Gardner,"""Obama’s Clean Power Plan ... eliminates coal-fired power plants.""",Robert Henneke,"• July 24,",barely-true
260,Joshua Gillin,"""Florida has reduced its carbon emissions by 20 percent since 2005.""",Gus Bilirakis,"July 7, 2015",mostly-true
261,April Hunt,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",Metropolitan North Georgia Water Planning District,"July 7, 2015",true
262,Tom Kertscher,"Says Barack Obama told the U.S. Coast Guard Academy ""that the number one threat to the military and the world today is global warming.""",Scott Walker,"June 25, 2015",barely-true
263,April Hunt,"Between 1980 and 2010, water usage in Georgia dropped even as the state’s population grew.",Athens Banner-Herald,"June 24, 2015",true
264,Sarah Hauer,"Says Scott Walker runs a state government that bans ""employees from talking about climate change.""",Forecast the Facts,"June 16, 2015",false
265,Amy Sherman,"""If you care about the environment, we've got record funding.""",Rick Scott,"June 8, 2015",pants-fire
266,Louis Jacobson,"""EPA wants to regulate … the family BBQ.""",Allen West,"March 26, 2015",false
267,Warren Fiske,"""More than 7,000 Americans lost their lives to climate change-fueled events last year.""",Don Beyer,"March 23, 2015",false
268,C. Eugene,"""In an average grocery store, roughly 75 percent of processed foods contain genetically modified organisms, or GMOs.""",Donna Nesselbush,Jr. • March,half-true
269,C. Eugene,"Cigarette butts ""poison babies and small children because of the nicotine in them.""",Karina Wood,Jr. • February,true
270,Lauren Carroll,"""Monarch butterflies are becoming extinct"" because of increased use of crops genetically modified to withstand pesticides.",Peter DeFazio,"February 17, 2015",half-true
271,Jon Greenberg,"""Oil companies can obtain an acre of public land for less than the price of a Big Mac.""",Center for Western Priorities,"February 16, 2015",mostly-true
272,Louis Jacobson,"""A strong majority of Americans support"" the Keystone XL pipeline.",Joni Ernst,"January 20, 2015",mostly-true
273,Louis Jacobson,"Says. Rep. Joe Barton, R-Texas, once said, ""Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.""",Facebook posts,"January 15, 2015",barely-true
274,C. Eugene,"""January through November 2014, the year so far, were the hottest first 11 months of any year recorded.""",Sheldon Whitehouse,Jr. • January,true
275,Lauren Carroll,"""Keystone means unlocking the Canadian tar sands.""",Chris Coons,"January 11, 2015",barely-true
276,Jon Greenberg,"Says President Barack Obama's own administration has done five environmental impact assessments of the Keystone XL pipeline, ""all of which have said it would have a minimum impact on the environment.""",John Thune,"January 4, 2015",half-true
277,W. Gardner,"Austin mayoral candidate Steve Adler opposed an injunction to stop a ""company from dumping petrochemicals directly into the Barton Springs aquifer.""",Brad Rockwell,"• November 21,",half-true
278,Katie Sanders,"""The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.""",Thom Hartmann,"November 19, 2014",pants-fire
279,Louis Jacobson,"The climate-change agreement between the United States and China ""requires the Chinese to do nothing at all for 16 years.""",Mitch McConnell,"November 19, 2014",barely-true
280,Alex Kuffner,"""Proximity to high-voltage power lines lowers property values by as much as 30 percent.""",Friends of India Point Park,"November 16, 2014",half-true
281,Katie Sanders,"""There would be tens of thousands of jobs created"" if President Barack Obama approved the Keystone XL pipeline.",Anna Kooiman,"November 11, 2014",barely-true
282,James B.,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",Bob Seger,"• November 10,",false
283,Steve Contorno,"""The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.""",Alison Lundergan Grimes,"October 8, 2014",false
284,Steve Contorno,"Says Tom Steyer is a ""California billionaire who stands to profit by blocking Keystone"" and ""is spending big to help"" Bruce Braley.",American Crossroads,"September 19, 2014",barely-true
285,Amy Sherman,"Rick Scott took $200,000 from a family that leased land for drilling ""and now he is trying to hide from it.""",NextGen Climate Action Committee,"August 28, 2014",half-true
286,W. Gardner,"Says Ted Cruz ""was just bribed by the Kochs to introduce a bill that would give them and their allies America’s national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.""",Occupy Democrats,"• August 17,",pants-fire
287,Amy Sherman,"Says Rick Scott took $200,000 in campaign contributions from a company that ""profited off pollution.""",NextGen Climate Action Committee,"August 15, 2014",half-true
288,Steve Contorno,"""What (the Obama administration is) going to come out with in the next several months is you're not even going to be able to burn coal very limitedly in the existing plants.""",Shelley Moore Capito,"August 7, 2014",false
289,Lauren Carroll,"""Global warming is a hoax.""",Lenar Whitney,"August 1, 2014",pants-fire
290,Steve Contorno,"""We would create thousands of jobs in Colorado, if the Keystone Pipeline were to be built.""",Cory Gardner,"July 31, 2014",barely-true
291,Linda Qiu,"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",Rush Limbaugh,"July 29, 2014",mostly-true
292,Karen Lee,"""The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200.""",Kenneth Block,"• July 27,",false
293,C. Eugene,"""Although the governor doubled the beach fees . . . all the money, as we found out, is all going to an out-of-state company. The state isn't even getting the money for that.""",John DePetro,Jr. • July,pants-fire
294,Linda Qiu,"""Without the financial resources provided by hunters to protect habitat and stop poachers, there would be no infrastructure for wildlife management.""",Kendall Jones,"July 11, 2014",false
295,W. Gardner,"Says Greg Abbott ""has lost"" in court ""four times in just the past few days.""",Wendy Davis,"• July 6,",mostly-true
296,Karen Lee,"""There are already more American jobs in the solar industry than in coal mining.""",Sheldon Whitehouse,"• July 6,",true
297,Lauren Carroll,"""Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times.""",Senate Majority PAC,"July 1, 2014",half-true
298,Molly O'Connor,"Says Iowa Senate candidate Joni Ernst ""promises to shut down the Department of Education and abolish the EPA.""",League of Conservation Voters,"June 27, 2014",true
299,Jon Greenberg,"""NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.""",Steve Doocy,"June 25, 2014",pants-fire
300,James B.,"The proposed Gogebic iron ore mine is ""just up the hill"" from the Apostle Islands National Lakeshore caves along Lake Superior.",Al Jazeera America,"• June 23,",false
301,Lauren Carroll,"""It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions"" about where they can hunt and fish.",Put Alaska First PAC,"June 13, 2014",half-true
302,Warren Fiske,"The Chamber of Commerce says new carbon regulations will kill ""244,000 jobs a year"" and cost average families ""$1,200 a year.""",Ed Gillespie,"June 9, 2014",false
303,Steve Contorno,"New carbon regulations will increase electric bills by ""$17 billion every year"" and ""potentially put an average of 224,000 more people out of work every year.""",John Boehner,"June 2, 2014",false
304,Louis Jacobson,"""Solar panels drain the sun’s energy.""",Chain email,"May 29, 2014",pants-fire
305,Louis Jacobson,"Surface temperatures on Earth ""have stabilized.""",Marco Rubio,"May 27, 2014",barely-true
306,W. Gardner,"Since 2000, Texas has reduced ""harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.""",Rick Perry,"• May 26,",half-true
307,Amy Sherman,"Cap and trade legislation ""was originally a Republican idea.""",Debbie Wasserman Schultz,"May 23, 2014",mostly-true
308,Julie Kliegman,"""Virtually no Republican"" in Washington accepts climate change science.",Jerry Brown,"May 18, 2014",mostly-true
309,Julie Kliegman,"Human activity is not ""causing these dramatic changes to our climate.""",Marco Rubio,"May 13, 2014",false
310,Jon Greenberg,"Americans ""bought into climate change"" in 2004-06, but then most ""began wandering away from this issue.""",Joe Scarborough,"May 13, 2014",half-true
311,James B.,"The proposed Gogebic mine in northern Wisconsin ""could be extended as long as 21 miles.""",Dan Kaufman,"• May 8,",half-true
312,James B.,"A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to ""fill in pristine streams and ponds with mine waste.""",Dan Kaufman,"• May 8,",mostly-true
313,Jon Greenberg,"""A lot of the problems with forest fires ... is because of bad policy (not to clear out the forests) that was put in place by environmentalists.""",Dana Perino,"May 1, 2014",barely-true
314,Amy Sherman,"Because the EPA closed a lead smelter in Missouri, ""all lead for bullets will have to come from overseas!""",Chain email,"April 25, 2014",pants-fire
315,Jon Greenberg,"The Bundy Ranch deal is all about Nevada Sen. Harry Reid ""using federal violence to take people’s land in his state so he can package it to re-sell it to the Chinese.""",Bloggers,"April 24, 2014",pants-fire
316,Katie Sanders,"""Oklahoma’s Republican Gov. Mary Fallin signed a new law which makes you pay a special fee. It will essentially fine people for the crime of using solar power.""",Rachel Maddow,"April 24, 2014",barely-true
317,Nancy Madsen,"""From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.""",Morgan Griffith,"April 14, 2014",true
318,Jon Greenberg,"""The Koch brothers are one of the biggest polluters in the country.""",Bob Beckel,"April 9, 2014",true
319,Steve Contorno,"""EPA officials have commended (Koch Industries) for our ‘commitment to a cleaner environment’ and called us ‘a model for other companies.’ """,Charles Koch,"April 4, 2014",barely-true
320,Amy Sherman,"""There are over 100 pipelines between the United States and Canada right now.""",Jeb Bush,"March 26, 2014",barely-true
321,Julie Kliegman,"Says he ""forced Washington to open up the Arctic Ocean to oil drilling.""",Mark Begich,"March 24, 2014",mostly-true
322,Tom Kertscher,"The Republican-controlled Wisconsin Senate approved a bill ""denying veterans the right to recover their medical costs for cancers they developed while serving their country.""",Chris Larson,"March 20, 2014",barely-true
323,Katie Sanders,"Earth ""has not warmed for the last 17 years.""",Patrick Moore,"March 17, 2014",barely-true
324,Dana Tims,"Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: ""Do you know that most all mills in Oregon have retooled over the past 20 years?""",Seneca Jones,"March 14, 2014",true
325,Amy Sherman,"""We have invested record funding in protecting our environment.""",Rick Scott,"March 6, 2014",false
326,Steve Contorno,"Says ""Bill Clinton and George Bush both say build the Keystone XL.""",American Petroleum Institute,"March 5, 2014",true
327,Julie Kliegman,"Says Alaska Sen. Mark Begich ""is on record supporting a carbon tax, even pushing Harry Reid to make it a priority.""",Americans for Prosperity,"February 25, 2014",barely-true
328,Dana Tims,"""Oregon and the federal government now have more than one million acres of burnt land and millions of trees are being left to rot.""",Gordon Challstrom,"February 21, 2014",half-true
329,Amy Sherman,On oil drilling off Florida’s coast,Charlie Crist,"February 20, 2014",no-flip
330,Jon Greenberg,"""When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.""",Rachel Maddow,"February 19, 2014",true
331,James B.,"As a result of climate change, ice fishermen in Wisconsin ""are already noticing fewer days they can be out on our ice covered lakes.""",Mark Pocan,"• February 17,",true
332,C. Eugene,"""The Republican leadership in the House has refused to address the issues that matter the most to Rhode Island, such as passing a jobs bill.""",Jonathan Boucher,Jr. • February,pants-fire
333,Tom Kertscher,"""Over 3 million Americans are employed in the growing green-collar workforce,"" which is more than the number ""of people working in the fossil fuel industry.""",Tammy Baldwin,"February 14, 2014",true
334,Joshua Gillin,"""Large parts of Florida"" have experienced ""years of below average rainfall.""",Associated Industries of Florida,"February 13, 2014",half-true
335,Katie Sanders,"A government report shows that alternatives to the Keystone XL pipeline ""are worse"" for the environment.",Ralph Reed,"February 13, 2014",half-true
336,Katie Sanders,"The Keystone pipeline creates ""35 permanent jobs"" after construction, according to a government report.",Van Jones,"February 10, 2014",true
337,Louis Jacobson,"""Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth.""",Barack Obama,"January 28, 2014",half-true
338,Amy Sherman,"""Recently, Florida has successfully reduced the environmental permitting time down to just two days.""",Rick Scott,"January 27, 2014",false
339,C. Eugene,"Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island.",Richard August,Jr. • January,true
340,Jon Greenberg,"""Most of West Virginia is still owned, in excess of 90 percent, by out-of-state interests.""",Bob Kincaid,"January 21, 2014",false
341,Louis Jacobson,"""Only 3 percent of voters 18 to 34 don't believe that climate change is really happening.""",Chris Murphy,"January 15, 2014",true
342,C. Eugene,"""61 percent of non-tea party Republicans actually agree...there is 'solid evidence the earth is warming,' ...[but] 70 percent of tea partiers, contrarily, say there is 'no solid evidence' the earth is warming.""",Sheldon Whitehouse,Jr. • December,mostly-true
343,Louis Jacobson,"""By using a little-known loophole ... Obama minions are allowing Nestle Company to export precious fresh water out of Lake Michigan.""",Bloggers,"December 17, 2013",barely-true
344,W. Gardner,"""The Earth is not warming.""",Barry Smitherman,"• December 13,",pants-fire
345,Amy Sherman,"""Back door gun control is in full effect in the United States"" due to ""Obama’s Environmental Protection Agency.""",Allen West,"December 3, 2013",pants-fire
346,C. Eugene,"In a poll, ""53 percent of young Republican voters . . . under age 35 said that they would describe a climate [change] denier as 'ignorant,' 'out of touch' or 'crazy.'""",Sheldon Whitehouse,Jr. • November,mostly-true
347,Becky Bowers,"""Eighty percent of the antibiotics in this country are fed to livestock.""",Louise Slaughter,"October 15, 2013",mostly-true
348,Ian K.,"Says Oregonians for Food and Shelter ""proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.""",Rick North,"• October 11,",true
349,Amy Sherman,"""Obama has jumped the shark and ordered the ocean closed!""",Tweets,"October 7, 2013",false
350,John Hill,"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",Grover Fugate,"September 28, 2013",true
351,Amy Sherman,"""Over the past 35 years, Florida families have paid into the (National Flood Insurance Program) over $16 billion, four times more than the amount they have received in claim reimbursements.""",Rick Scott,"September 25, 2013",mostly-true
352,C. Eugene,"""Wind power is the most undependable form of renewable energy.""",James O'Neil,Jr. • September,false
353,Louis Jacobson,"Under the Endangered Species Act, ""only 1 percent of the species that have been listed have actually been delisted.""",Cynthia Lummis,"September 3, 2013",mostly-true
354,Gregory Smith,"Offshore wind power is ""significantly less expensive than solar energy.""",Jeffrey Grybowski,"August 31, 2013",mostly-true
355,Jon Greenberg,"""We are about halfway"" to the president’s goal to cut greenhouse gas emissions and ""about half of that is because of the substitution of natural gas for coal in the power sector.""",Ernest Moniz,"August 30, 2013",mostly-true
356,Tom Kertscher,"Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit ""unlimited carbon pollution into our air""",League of Conservation Voters,"August 29, 2013",true
357,C. Eugene,"""Global surface temperatures have been flat for 16 years.""",Steve Goreham,Jr. • August,half-true
358,Sue Owen,"Says he ""sued Obama’s EPA seven times.""",Barry Smitherman,"August 21, 2013",true
359,Louis Jacobson,"Sen. Marco Rubio ""refuses to accept the basic science"" on climate change and is ""a climate change denier.""",Organizing for Action,"August 16, 2013",mostly-true
360,Caryn Shinske,"""We need to pass a carbon tax to stop climate change. Break up the Wall Street banks. And stop the government spying on innocent Americans. Cory Booker doesn’t support any of these ideas.""",Rush Holt,"August 11, 2013",half-true
361,Eric Stirgus,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",Mike Collins,"August 9, 2013",mostly-true
362,C. Eugene,"""For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed.""",Brian Schatz,Jr. • August,half-true
363,Jon Greenberg,"The ""most realistic estimates"" for jobs created by Keystone XL are ""maybe 2,000 jobs during the construction of the pipeline.""",Barack Obama,"July 31, 2013",false
364,Bill Wichert,"""Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.""",Rush Holt,"July 28, 2013",true
365,C. Eugene,"The ocean is now ""much more acidic . . . than it has been for many millions of years.""",Al Gore,Jr. • July,half-true
366,C. Eugene,"The oceans ""have become 30 percent more acidic.""",Sheldon Whitehouse,Jr. • July,mostly-true
367,W. Gardner,"""Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.""",Facebook posts,"• July 19,",half-true
368,Amy Sherman,"Miami-Dade has ""the nation’s highest-rated tap water.""",Miami-Dade County,"July 12, 2013",false
369,Tom Feran,"""About 95 percent of (Ohio’s) electricity comes from burning coal.""",John Boehner,"July 5, 2013",half-true
370,Louis Jacobson,"In South Florida, ""we've had nine inches of sea-level rise since the 1920s.""",Debbie Wasserman Schultz,"July 3, 2013",true
371,Louis Jacobson,"Recent record-low water levels in Lake Michigan are evidence that global warming is leading to ""the evaporation of our Great Lakes.""",Richard Durbin,"June 28, 2013",half-true
372,Robert Higgs,Says Delaware County has more waterfront property than any other county in the state of Ohio,Kris Jordan,"June 27, 2013",true
373,Louis Jacobson,"As a student at Occidental College in Los Angeles from 1979 to 1981, ""there were days where folks couldn't go outside. … because of all the pollution in the air.""",Barack Obama,"June 26, 2013",mostly-true
374,C. Eugene,"""RIPTA has really some of the fullest buses for its transit agency size around the country.""",Abel Collins,Jr. • June,mostly-true
375,Nancy Madsen,On oil drilling off Virginia's coast.,Terry McAuliffe,"June 3, 2013",full-flop
376,Janie Har,"Says 
""With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project.""",National Republican Congressional Committee,"June 1, 2013",mostly-true
377,Louis Jacobson,"A bill to advance the Keystone XL Pipeline ""is an earmark"" under House rules.",Alan Grayson,"May 31, 2013",false
378,Tom Kertscher,"""18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.""",Alberta Darling,"May 26, 2013",true
379,Sue Owen,Says he has sued the Obama administration 25 times.,Greg Abbott,"May 10, 2013",true
380,W. Gardner,"""Science has not shown greenhouse gases to be a problem.""",Wayne Smith,"• May 2,",pants-fire
381,Dave Umhoefer,"A recent study of a proposed cap-and-trade policy’s effect on Wisconsin consumers showed it could ""raise gasoline prices by 141 percent and electricity rates by 171 percent"" by 2030.",Ron Johnson,"April 28, 2013",barely-true
382,C. Eugene,"""Narragansett Bay waters are getting warmer -- 4 degrees Fahrenheit warmer in the winter since the 1960s.""",Sheldon Whitehouse,Jr. • April,half-true
383,Caryn Shinske,"""A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.""",Jeff Tittel,"April 7, 2013",pants-fire
384,John Hill,"""Even Roger Williams National Memorial in my home state of Rhode Island attracted nearly 51,000 visitors in 2011, with non local visitors adding more than $3.2 million to the local economy.""",Jack Reed,"March 27, 2013",half-true
385,James B.,"""The hole in the earth that’s going to be dug (for the proposed Gogebic mine) is bigger than my entire district.""",Evan Goyke,"• March 22,",true
386,Sue Owen,Says bag litter increased after San Francisco banned single-use shopping bags.,Drew Springer,"March 20, 2013",barely-true
387,Caryn Shinske,"""DEP has 2,812 employees, the lowest level since the mid-’80s.""",Jeff Tittel,"March 17, 2013",half-true
