,author,statements,source,date,target,BinaryTarget,BinaryNumTarget
1092,Monique Curet,"“Supreme Court Justice Sonia Sotomayor tests positive for COVID-19 despite triple vaccination, diligent masking and working from home.”",Viral image,"20, 2022 2022",false,FALSE,0
1093,Monique Curet,"“There (are) over 800 prison camps in the United States, all fully operational and ready to receive prisoners. They are all staffed and even surrounded by full-time guards, but they are all empty. These camps are to be operated by FEMA.”",Facebook posts,"20, 2022 2022",pants-fire,FALSE,0
1094,Jeff Cercone,Rabbi taken hostage in Texas synagogue is “anti-Zionist” who may have known gunman.,Michael Savage,"20, 2022 2022",false,FALSE,0
1095,Ciara O'Rourke,Photo shows Jeffrey Epstein and Kamala Harris posing together.,Viral image,"20, 2022 2022",pants-fire,FALSE,0
1096,Samantha Putterman,Novak Djokovic is the first professional athlete to be banned from a major sporting event for “not taking drugs.”,Tweets,"20, 2022 2022",false,FALSE,0
1097,Ciara O'Rourke,“DirecTV cancels OAN after Joe Biden orders media outlets and tech giants to banish voices that deviate from the regime’s official narrative.”,Viral image,"19, 2022 2022",false,FALSE,0
1098,Monique Curet,“India has nearly 1.4 billion citizens. Nearly 800 million of them live in extreme poverty — less than $1.90 per day. Yet EVERY singly (sic) Indian citizen is required to have a valid form of ID to vote in national elections.”,Facebook posts,"19, 2022 2022",half-true,FALSE,0
1099,Sara Swann,Former President Donald Trump “is fluent in Japanese.”,Facebook posts,"19, 2022 2022",false,FALSE,0
1100,Jeff Cercone,A Black Lives Matter administrator was arrested in a 1983 bombing at the U.S. Capitol.,Facebook posts,"19, 2022 2022",barely-true,FALSE,0
1101,Monique Curet,“Million pounds of rat meat being sold as boneless chicken wings in the U.S.”,Instagram posts,"19, 2022 2022",pants-fire,FALSE,0
1102,Andy Nguyen,Says Joe Biden said “dozens of police were killed” during the Jan. 6 attack on the U.S. Capitol but “exactly zero people” died that day.,Facebook posts,"19, 2022 2022",pants-fire,FALSE,0
1103,Ciara O'Rourke,Photos show “sheep feces” that are “now in high demand in China because of their richness in protein.”,Instagram posts,"19, 2022 2022",pants-fire,FALSE,0
1104,Andy Nguyen,“If you stop testing (for COVID-19) it all goes away and people just have colds like before.”,Facebook posts,"19, 2022 2022",false,FALSE,0
1105,Jill Terreri,"""Even the WHO has conceded that the (SARS- CoV-2) virus … is no more dangerous than the common flu, with an infection fatality rate of 0.14%.""",Reiner Fuellmich,"January 19, 19,",false,FALSE,0
1106,Gabrielle Settles,Images show how climate change destroyed the Greenland ice sheet and harmed a polar bear from 2009 to 2019.,Facebook posts,"19, 2022 2022",false,FALSE,0
1107,Tom Kertscher,Carlos Gimenez “wants a national database to track you and discriminate against you.”,America First Political Committee,"19, 2022 2022",false,FALSE,0
1108,Bill McCarthy,“Gavin Newsom Gets Death Penalty.”,Bloggers,"19, 2022 2022",pants-fire,FALSE,0
1109,Madison Czopek,Video shows Alexandria Ocasio-Cortez pouring shots for a group of people “days before testing positive” for COVID-19.,TikTok posts,"18, 2022 2022",false,FALSE,0
1110,Monique Curet,“NASA hired 24 theologians to study human reaction to aliens.”,Instagram posts,"18, 2022 2022",barely-true,FALSE,0
1111,Jill Terreri,"Says Pfizer CEO Albert Bourla said: “Two doses of the vaccine offers very limited protection, if any.”",Bloggers,"January 14, 14,",barely-true,FALSE,0
1112,Madison Czopek,“Fully vaccinated Australians in hospital for COVID-19 surpass unvaccinated”,Bloggers,"14, 2022 2022",half-true,FALSE,0
1113,Amy Sherman,"“The Wisconsin voter roll has over 120,000 active voters who have been registered to vote for over 100 years.”",Facebook posts,"14, 2022 2022",false,FALSE,0
1114,Ciara O'Rourke,"A Mack Trucks employee told Joe Biden, “You can’t drive anything besides the country into the ground.”",Viral image,"13, 2022 2022",false,FALSE,0
1115,Madison Czopek,"Retired U.S. presidents and members of Congress collect full salaries “for life.""",Viral image,"13, 2022 2022",false,FALSE,0
1116,Ciara O'Rourke,"“When a person cries, if the first drop of the tears come from the right eye, it’s happiness. But when it comes from the left eye, it’s pain.”",Viral image,"13, 2022 2022",false,FALSE,0
1117,Ciara O'Rourke,Video shows Rafael Nadal and Roger Federer laughing at Novak Djokovic after he was stuck in an Australian airport.,Viral image,"13, 2022 2022",false,FALSE,0
1118,Ciara O'Rourke,Video shows China launching an “artificial sun” into space.,Viral image,"13, 2022 2022",false,FALSE,0
1119,Samantha Putterman,“The CDC director just said that 75% of ‘Covid deaths’ occurred in people with at least four comorbidities.”,Facebook posts,"12, 2022 2022",false,FALSE,0
1120,Monique Curet,"""Japan drops all vaxxine mandates, places myocarditis warning on label.""",Bloggers,"12, 2022 2022",barely-true,FALSE,0
1121,Madison Czopek,"“You are 17 times more likely to go to the hospital if you’re not vaccinated, 20 times more likely to die.”",Jen Psaki,"12, 2022 2022",true,REAL,1
1122,Monique Curet,"Senior citizens qualify for a Medicare “flex card” that pays for groceries, dental costs and prescriptions.",Facebook posts,"12, 2022 2022",barely-true,FALSE,0
1123,Ciara O'Rourke,"Says Steve Jobs said, “I realize that all my recognition and wealth that I have is meaningless in the face of imminent death.”",Viral image,"12, 2022 2022",false,FALSE,0
1124,Jeff Cercone,Washington’s State Board of Health will discuss mandatory COVID-19 quarantines and vaccine requirements for schoolchildren at a Jan. 12 meeting.,Facebook posts,"11, 2022 2022",barely-true,FALSE,0
1125,Ciara O'Rourke,Says Supreme Court Justice Sonia Sotomayor was photographed at dinner with Democratic lawmakers.,Facebook posts,"11, 2022 2022",false,FALSE,0
1126,Madison Czopek,"Walgreens refrigerators are scanning shoppers’ hands and foreheads for “the mark of the beast,” and that “if you don’t have the mark later on, you won’t be able to buy.”",Facebook posts,"11, 2022 2022",pants-fire,FALSE,0
1127,Samantha Putterman,“New Zealand okays euthanasia for COVID patients.”,Bloggers,"11, 2022 2022",barely-true,FALSE,0
1128,Jeff Cercone,"""Clarence Thomas’s wife was one of the organizers of Jan 6th""",Facebook posts,"11, 2022 2022",false,FALSE,0
1129,Vivian Lam,"""Biden's CDC Director ADMITS Her Own Employees Aren't Getting Vaccinated.""",Facebook posts,"11, 2022 2022",false,FALSE,0
1130,Ciara O'Rourke,“Barack Obama’s real father is Communist Party propagandist Frank Marshall Davis.”,Viral image,"10, 2022 2022",pants-fire,FALSE,0
1131,Madison Czopek,“A tragic end today” for CNN’s Sanjay Gupta,Facebook posts,"10, 2022 2022",false,FALSE,0
1132,Ciara O'Rourke,Says Bob Saget died from the COVID-19 vaccine.,Tweets,"10, 2022 2022",false,FALSE,0
1133,Bill McCarthy,"Recently released Jan. 6 footage shows ""these cops using massive amounts of force against unarmed Trump supporters, including women.""",Dinesh D'Souza,"10, 2022 2022",false,FALSE,0
1134,Ciara O'Rourke,Says Georgia Secretary of State Brad Raffensperger “to investigate himself over voter fraud.”,Bloggers,"7, 2022 2022",false,FALSE,0
1135,Jill Terreri,“Data from around the world suggests that omicron favors the fully vaccinated.”,Bloggers,"January 7, 7,",false,FALSE,0
1136,Ciara O'Rourke,"If you have “natural immunity,” getting vaccinated against COVID-19 “is more likely to harm you severely.”",Facebook posts,"7, 2022 2022",false,FALSE,0
1137,Jeff Cercone,"""Germany: 96% of Latest Omicron Patients were FULLY Vaccinated – Only 4% Unvaccinated”",The Gateway Pundit,"7, 2022 2022",false,FALSE,0
1138,Andy Nguyen,"""Half a million sharks could be killed to make the COVID-19 vaccine.""",Facebook posts,"7, 2022 2022",false,FALSE,0
1139,Jeff Cercone,Electric vehicles would not have fared well in the Virginia snowstorm traffic jam.,Facebook posts,"7, 2022 2022",false,FALSE,0
1140,Monique Curet,"When children are given vaccines for COVID-19, “a viral gene will be injected into your children's cells. This gene forces your child’s body to make toxic spike proteins. These proteins often cause permanent damage in children’s critical organs.""",TikTok posts,"6, 2022 2022",false,FALSE,0
1141,Ciara O'Rourke,Photo shows former French education minister Najat Vallaud-Belkacem herding sheep as a child in Morocco.,Viral image,"6, 2022 2022",false,FALSE,0
1142,Ciara O'Rourke,An email shows that employers are requiring employees to wear masks during Zoom meetings.,Viral image,"6, 2022 2022",false,FALSE,0
1143,Ciara O'Rourke,"“Chief Justice John Roberts goes after the highest court in the land, citing their ‘inappropriate political influence.’”",Bloggers,"5, 2022 2022",false,FALSE,0
1144,Monique Curet,“Pfizer CEO: New Pill Will Have a Microchip That Transmits Info Once You Swallow It!”,Bloggers,"5, 2022 2022",false,FALSE,0
1145,Tom Kertscher,President Joe Biden “never had a” COVID-19 “plan.”,Save America PAC,"5, 2022 2022",false,FALSE,0
1146,Jeff Cercone,“It feels amazing” that unvaccinated people are “4.5 times LESS LIKELY to catch omicron” than people who are fully vaccinated and boosted.,Facebook posts,"4, 2022 2022",barely-true,FALSE,0
1147,Ciara O'Rourke,President Joe Biden “has the lowest approval rating of any president ever.”,Facebook posts,"4, 2022 2022",false,FALSE,0
1148,Jeff Cercone,"""Yale study: Vaccinated people more likely to be infected than those without the jab.”",Instagram posts,"4, 2022 2022",false,FALSE,0
1149,Monique Curet,“Jan. 6 was NOT an insurrection…but Nov. 4 at 3 a.m. was!”,Facebook posts,"4, 2022 2022",pants-fire,FALSE,0
1150,Monique Curet,A judge sealed “all the evidence and proof of who helped Ghislaine Maxwell sex traffic children.”,Facebook posts,"4, 2022 2022",false,FALSE,0
1151,Jeff Cercone,The CDC finally admits its COVID-19 test can’t tell the difference between the virus and the flu,Instagram posts,"3, 2022 2022",false,FALSE,0
1152,Andy Nguyen,"""By declining the vax, I am 100% safe from adverse reactions and 99.8% safe from COVID.""",Instagram posts,"3, 2022 2022",barely-true,FALSE,0
1153,Jeff Cercone,“Most Americans on minimum wage earn less than a Dickensian allegory for destitution.”,Facebook posts,"3, 2022 2022",half-true,FALSE,0
1154,Bill McCarthy,"Says Betty White said Dec. 28, days before she died, “Eat healthy and get all your vaccines. I just got boosted today.”",Facebook posts,"3, 2022 2022",pants-fire,FALSE,0
1155,Monique Curet,A video clip shows a failed attempt by China to launch airstrikes near Taiwan.,Facebook posts,"3, 2022 2022",pants-fire,FALSE,0
1156,Tom Kertscher,“Six-month Pfizer data show COVID vaccine causes more illness than it prevents.”,Bloggers,"3, 2022 2022",pants-fire,FALSE,0
1157,Tom Kertscher,“Trump cut Social Security benefits by over $3 billion.”,Congressional Progressive Caucus PAC,"3, 2022 2022",false,FALSE,0
1158,Gabrielle Settles,“WHO Director-General: The vaccines are being used to kill children.”,Tweets,"23, 2021 2021",false,FALSE,0
1159,Louis Jacobson,"“More people, aged 18-45, died of Fentanyl overdoses in 2020 than covid, car accidents, cancer, + suicide combined.”",Facebook posts,"23, 2021 2021",half-true,FALSE,0
1160,Gabrielle Settles,"""Polar bears have increased 400% in 45 years; whales are nearly fully recovered; extinctions are down 90% past century. Koalas are doing fine. If we could ban wind turbines we could save 85,000 birds of prey/yr in US alone.""",Facebook posts,"23, 2021 2021",false,FALSE,0
1161,Jill Terreri,NASA study says snake plants can produce enough oxygen for humans to live in a sealed room.,Facebook posts,"December 22, 22,",false,FALSE,0
1162,Tom Kertscher,"Eating grapefruit, “if you're on antidepressants,” can “cause a fatal overdose.”",Facebook posts,"21, 2021 2021",false,FALSE,0
1163,Vivian Lam,"""Electromagnetic radiation from wireless technologies, including and especially 5G, can cause the same symptoms as COVID-19!""",Bloggers,"21, 2021 2021",false,FALSE,0
1164,Bill McCarthy,"Says Kellogg’s tweeted, “Oh, so you think it's cool when workers strike jobs? Now replace 'jobs' with 'women.' Still think it's 'cool'?""",Facebook posts,"21, 2021 2021",false,FALSE,0
1165,Tom Kertscher,“They've now killed close to twice as many kids from the vaccine as have died from COVID.”,Steve Kirsch,"21, 2021 2021",pants-fire,FALSE,0
1166,Tom Kertscher,"The omicron variant of COVID-19 “came out” in 2021, but “the copyright on this book” about the variant is 2020.",Facebook posts,"20, 2021 2021",false,FALSE,0
1167,Bill McCarthy,“Maybe they’re just calling the common cold … the omicron variant.”,Facebook posts,"20, 2021 2021",false,FALSE,0
1168,Luiz Romero,“Moderna patent uncovers horror nanocensor contained in bioweapon.”,Facebook posts,"20, 2021 2021",false,FALSE,0
1169,Ciara O'Rourke,“Obama certificate a fake.”,Bloggers,"20, 2021 2021",pants-fire,FALSE,0
1170,Ciara O'Rourke,It’s a myth that autism is genetic.,Viral image,"20, 2021 2021",false,FALSE,0
1171,Ciara O'Rourke,"“Dying nurse on deathbed claims she swapped more than 5,000 babies for ‘fun.’”",Viral image,"17, 2021 2021",pants-fire,FALSE,0
1172,Bill McCarthy,“Boy passes Joe Biden a vial of fresh blood to drink on his way back to the White House”,Tweets,"17, 2021 2021",pants-fire,FALSE,0
1173,Ciara O'Rourke,“Santa Claus arrested by German police for not wearing a mask.”,Bloggers,"17, 2021 2021",false,FALSE,0
1174,Ciara O'Rourke,“McDonald’s puts aborted baby fetuses in their food.”,Facebook posts,"17, 2021 2021",false,FALSE,0
1175,Ciara O'Rourke,“Dr. Fauci opens up the possibility that the COVID-19 vaccine could be making people more likely to be infected by the virus.”,Viral image,"17, 2021 2021",false,FALSE,0
1176,Ciara O'Rourke,Photo shows “the jabbed and the unjabbed … separated with a fence in a supermarket” in Germany.,Viral image,"17, 2021 2021",false,FALSE,0
1177,Samantha Putterman,Microsoft and Bill Gates created a 1999 video game called “Omikron.”,Facebook posts,"17, 2021 2021",false,FALSE,0
1178,Jeff Cercone,Soft-tissue cancer diagnoses have “climbed through the roof” in 2021 as a result of COVID-19 vaccines.,Facebook posts,"16, 2021 2021",false,FALSE,0
1179,Tom Kertscher,“They've planned this” COVID-19 “pandemic all along!”,Facebook posts,"16, 2021 2021",pants-fire,FALSE,0
1180,Monique Curet,A video from British public broadcaster BBC shows the network was part of a 9/11 conspiracy.,Instagram posts,"16, 2021 2021",false,FALSE,0
1181,Samantha Putterman,“California store owner prices all items at $951 so thieves can be prosecuted.”,Facebook posts,"15, 2021 2021",false,FALSE,0
1182,Samantha Putterman,The COVID-19 vaccines cause AIDS.,Facebook posts,"15, 2021 2021",pants-fire,FALSE,0
1183,Ciara O'Rourke,“The military’s actually been in charge since November 3rd.”,Facebook posts,"14, 2021 2021",pants-fire,FALSE,0
1184,Tom Kertscher,“Wisconsin 2020 election investigation finds more illegal votes were cast than Biden's margin of victory.”,Facebook posts,"13, 2021 2021",false,FALSE,0
1185,Ciara O'Rourke,Says Anthony Fauci “wants Americans to get 4 shots per year.”,Facebook posts,"13, 2021 2021",false,FALSE,0
1186,Ciara O'Rourke,“Ivanka Trump is joining the Democrats to run against her dad.”,Facebook posts,"13, 2021 2021",pants-fire,FALSE,0
1187,Monique Curet,"At Lions Gate Hospital in Vancouver, “13 babies were reportedly stillborn at the hospital in a period of 24 hours. All of their mothers had received a COVID-19 injection.”",Bloggers,"13, 2021 2021",false,FALSE,0
1188,Ciara O'Rourke,"“Dr. Oz releases COPD gummies that help quit smoking, detox lungs and stop COPD.”",Facebook posts,"13, 2021 2021",false,FALSE,0
1189,Gabrielle Settles,"Deaths from vaccines have totaled 1,621 from Johnson & Johnson, 4,799 from Moderna, 13,039 from Pfizer and 73 from unknown vaccines. And this is an undercount because “only 1% of deaths are reported.”",Instagram posts,"10, 2021 2021",false,FALSE,0
1190,Luiz Romero,German chemist Andreas Noack was “assassinated just hours after publishing the secret of the vax by government operatives.”,Facebook posts,"10, 2021 2021",false,FALSE,0
1191,Ciara O'Rourke,Warnings about heart problems and blood clots in cold weather are to cover up COVID-19 vaccine side effects.,Facebook posts,"10, 2021 2021",false,FALSE,0
1192,Ciara O'Rourke,“Hillary replaces Kamala Harris.”,Facebook posts,"10, 2021 2021",pants-fire,FALSE,0
1193,Monique Curet,"""Canada joins the no jab, no food trend""",Facebook posts,"10, 2021 2021",barely-true,FALSE,0
1194,Andy Nguyen,"The COVID-19 vaccines ""suppress the immune system"" and make people more susceptible to HIV, shingles and herpes.",Bloggers,"10, 2021 2021",false,FALSE,0
1195,Tom Kertscher,"Society is “choosing blood clots and heart problems over cold and flu symptoms, or even no symptoms at all.”",Facebook posts,"10, 2021 2021",false,FALSE,0
1196,Ciara O'Rourke,"The crew of the U.S.S. Constitution consumed more than 252,000 gallons of alcohol and only 10,000 gallons of water on a seven-month trip.",Viral image,"10, 2021 2021",false,FALSE,0
1197,Ciara O'Rourke,“An organ recovery medical team pays tribute to a young female organ donor” in this photo.,Viral image,"10, 2021 2021",barely-true,FALSE,0
1198,Monique Curet,"“The toxicity of COVID-Omicron is 5 times higher than that of the delta variant, and the mortality rate is also higher than that of Delta.”",Facebook posts,"9, 2021 2021",false,FALSE,0
1199,Ciara O'Rourke,Ghislaine Maxwell’s co-defendants include Beyonce and Kanye West.,Viral image,"9, 2021 2021",false,FALSE,0
1200,Monique Curet,Electric vehicles are more likely to fail in traffic jams.,Facebook posts,"9, 2021 2021",false,FALSE,0
1201,Jeff Cercone,"""COVID-19 vaccines do not stop transmission of COVID, but instead increase it.”",Facebook posts,"9, 2021 2021",false,FALSE,0
1202,Bill McCarthy,"A campaign poster for New Zealand Prime Minister Jacinda Ardern with the slogan, “No jab. No job, no refunds.”",Facebook posts,"8, 2021 2021",false,FALSE,0
1203,Samantha Putterman,Says Vice President Kamala Harris called the unvaccinated “dirty Trump people.”,Instagram posts,"8, 2021 2021",pants-fire,FALSE,0
1204,Ciara O'Rourke,“There’s only one reporter on site” at the Ghislaine Maxwell trial.,Facebook posts,"8, 2021 2021",false,FALSE,0
1205,Ciara O'Rourke,“Trump was secretly inaugurated as president of the restored Republic.”,Facebook posts,"8, 2021 2021",pants-fire,FALSE,0
1206,Ciara O'Rourke,Photo shows “a German mall separating the vaccinated and unvaccinated.”,Viral image,"8, 2021 2021",false,FALSE,0
1207,Vivian Lam,"""Pathogens evolve to become less, not more, virulent over time” because otherwise, “they’d destroy their hosts which they depend on to live.”",Facebook posts,"8, 2021 2021",false,FALSE,0
1208,Monique Curet,"“SHOCKING: In the wake of Austria’s drastic lockdown of unvaccinated people, EU chief calls for throwing out Nuremberg Code.”",Instagram posts,"7, 2021 2021",pants-fire,FALSE,0
1209,Madison Czopek,“Only the fully vaccinated should fear the new ‘worst ever’ Covid-19 variant; data shows they already account for 4 in every 5 Covid deaths”,Bloggers,"7, 2021 2021",false,FALSE,0
1210,Ciara O'Rourke,Says Boris Johnson faked getting his booster shot.,Viral image,"7, 2021 2021",false,FALSE,0
1211,Ciara O'Rourke,Says Prince Harry and Meghan Markle’s baby doesn’t exist.,Facebook posts,"7, 2021 2021",false,FALSE,0
1212,Monique Curet,"A Canary Islands volcano eruption could lead to a mega tsunami in the U.S., with a 160-foot wave and no warnings.",Facebook posts,"6, 2021 2021",false,FALSE,0
1213,Monique Curet,"“On the first day of the Ghislaine Maxwell trial, the CEO of Twitter resigned, the CEO of Walmart resigned, the CEO of CNBC resigned”",Facebook posts,"4, 2021 2021",barely-true,FALSE,0
1214,Tom Kertscher,COVID-19 vaccines are gene therapy and a recent Forbes article proves that.,Instagram posts,"3, 2021 2021",false,FALSE,0
1215,Tom Kertscher,"Because of omicron, “the Biden administration has decided to leave the U.S. southern border completely open.”",The Gateway Pundit,"2, 2021 2021",false,FALSE,0
1216,Monique Curet,“Federal magistrate approves $110 million defamation suit against LeBron James by Kyle Rittenhouse.”,Facebook posts,"2, 2021 2021",pants-fire,FALSE,0
1217,Becca Schimmel,A chart shows China and India are leading in per capita carbon dioxide emissions.,Facebook posts,"2, 2021 2021",half-true,FALSE,0
1218,Tom Kertscher,Heart complications are one symptom “listed” for the omicron variant and are being “used to cover up effects” of COVID-19 vaccines.,Bloggers,"2, 2021 2021",false,FALSE,0
1219,Bill McCarthy,"""Don’t be fooled by the next ‘Variant’! There are actually 1000’s of them. They just will pick the next one to keep the fear going.""",Facebook posts,"1, 2021 2021",barely-true,FALSE,0
1220,Monique Curet,Black Friday originated in 1904 when enslaved people were sold at a discount to boost the economy.,Facebook posts,"1, 2021 2021",false,FALSE,0
1221,Monique Curet,“BREAKING: Judge in Ghislaine Maxwell trial issues media-wide gag order: all press & spectators barred from courtroom.”,Facebook posts,"1, 2021 2021",false,FALSE,0
1222,Tom Kertscher,"Low gas prices in Russia, Kuwait and Saudi Arabia show that Joe Biden’s decision to cancel the Keystone Pipeline project is to blame for U.S. prices.",Facebook posts,"1, 2021 2021",false,FALSE,0
1223,Ciara O'Rourke,“Kyle Rittenhouse files $400 million suit against CNN!”,Viral image,"1, 2021 2021",false,FALSE,0
1224,Monique Curet,"“If you were in the military before 2002 you get an additional $1,200 a year, ($100 per month) in Social Security. But you have to ask for it and almost no one knows about it.”",Facebook posts,"1, 2021 2021",barely-true,FALSE,0
1225,Ciara O'Rourke,Says Virgil Abloh was a defendant in Ghislaine Maxwell’s criminal case when he died a day before the trial started.,Viral image,"1, 2021 2021",false,FALSE,0
1226,Ciara O'Rourke,Video shows child shouting an expletive at Jill Biden.,Viral image,"1, 2021 2021",pants-fire,FALSE,0
1227,Kayla Steinberg,Athletes are collapsing with heart-related issues due to the COVID-19 vaccines,Bloggers,"1, 2021 2021",false,FALSE,0
1228,Ciara O'Rourke,A photo shows Jeffrey Epstein with Joe Biden.,Viral image,"1, 2021 2021",false,FALSE,0
1229,Monique Curet,“Malcolm X’s daughter found dead in NYC days after she exposed NYPD and FBI were behind Malcolm X assassination”,Facebook posts,"1, 2021 2021",barely-true,FALSE,0
1230,Tom Kertscher,Vaccinated people under 60 in England “are dying at twice the rate of unvaccinated people the same age. ... I don’t know how to explain this other than vaccine-caused mortality.”,Alex Berenson,"30, 2021 2021",barely-true,FALSE,0
1231,Ciara O'Rourke,“Only Reuters” reported that the doctor who detected the omicron variant said its symptoms are “very mild.”,Viral image,"30, 2021 2021",false,FALSE,0
1232,Monique Curet,"“COVID death rates 4 to 1, vaccinated to unvaxxed”",Bloggers,"30, 2021 2021",false,FALSE,0
1233,Ciara O'Rourke,We know in November 2021 that “none of your previous vaccines will protect you now from the emerging variant omicron.”,Facebook posts,"30, 2021 2021",false,FALSE,0
1234,Jeff Cercone,Omicron 'hysteria' was timed so that it would coincide with and distract from the Ghislaine Maxwell trial.,Facebook posts,"30, 2021 2021",pants-fire,FALSE,0
1235,Ciara O'Rourke,The omicron variant’s name is evidence the coronavirus pandemic is a hoax.,Viral image,"30, 2021 2021",false,FALSE,0
1236,Ciara O'Rourke,"Says a Vox headline said, “teaching children the Bunny Ear method for tying their shoes” is racist.",Viral image,"30, 2021 2021",false,FALSE,0
1237,Ciara O'Rourke,“Celine Dion has been paralyzed by the COVID vaccine and cancels her tour.”,Viral image,"29, 2021 2021",false,FALSE,0
1238,Andy Nguyen,"""Nancy Pelosi just bought a 11,000 square foot $25 million mansion in Florida.""",Facebook posts,"29, 2021 2021",false,FALSE,0
1239,Ciara O'Rourke,“Kyle Rittenhouse files a $60 million lawsuit against Joy Behar and Whoopi Goldberg.”,Viral image,"29, 2021 2021",false,FALSE,0
1240,Ciara O'Rourke,Photo shows people recently protesting in Austria.,Viral image,"29, 2021 2021",false,FALSE,0
1241,Tom Kertscher,“The gas station where they initially attacked” Kyle Rittenhouse “is owned by his grandparents.”,Facebook posts,"24, 2021 2021",false,FALSE,0
1242,Naseem Ferdowsi,“Vitamin D levels of 50 ng/mL correlates to zero mortality rate from COVID.”,Instagram posts,"24, 2021 2021",false,FALSE,0
1243,Vivian Lam,"""Fauci admits Covid vax doesn't work""",Alex Jones,"23, 2021 2021",false,FALSE,0
1244,Tom Kertscher,The Build Back Better bill provides “'parole' amnesty for millions of criminal illegal aliens.”,Viral image,"23, 2021 2021",barely-true,FALSE,0
1245,Monique Curet,"The FBI targeted a woman and searched her home because she “protested local school board, elections.”",Bloggers,"23, 2021 2021",barely-true,FALSE,0
1246,Vivian Lam,"""Spike protein goes to nucleus and impairs DNA repair.""",Bloggers,"23, 2021 2021",half-true,FALSE,0
1247,Monique Curet,"The media televised the trial of Kyle Rittenhouse “because he is a ‘white supremacist shooter,’” while limiting coverage of accused sex trafficker Ghislaine Maxwell’s trial to “some cartoon drawing….What are they hiding?”",Facebook posts,"22, 2021 2021",barely-true,FALSE,0
1248,Samantha Putterman,The Vatican owns a telescope called Lucifer.,Facebook posts,"22, 2021 2021",false,FALSE,0
1249,Andy Nguyen,President Joe Biden will “control health care costs by slapping a 95% tax on prescription drugs.”,Facebook posts,"22, 2021 2021",false,FALSE,0
1250,Madison Czopek,“The FBI is using its counterterrorism division to investigate and add ‘threat tags’ to parents who are protesting school boards.”,Facebook posts,"19, 2021 2021",barely-true,FALSE,0
1251,Bill McCarthy,Photos showed “bricks everywhere” in Kenosha during the Kyle Rittenhouse trial.,Facebook posts,"19, 2021 2021",false,FALSE,0
1252,Monique Curet,“German News Agency Tracks 75 Prominent Athletes Suddenly Dead Of Heart Attacks After COVID Vax”,Bloggers,"19, 2021 2021",false,FALSE,0
1253,Ciara O'Rourke,COVID-19 vaccines contain luciferase.,Bloggers,"19, 2021 2021",false,FALSE,0
1254,Ciara O'Rourke,A photo shows Kyle Rittenhouse wearing a “Klan outfit.”,Viral image,"19, 2021 2021",pants-fire,FALSE,0
1255,Jeff Cercone,Says Bill Gates is linked to the discovery of vials labeled “smallpox” at Pennsylvania lab.,Facebook posts,"19, 2021 2021",false,FALSE,0
1256,Ciara O'Rourke,“Trump in the White House!”,Facebook posts,"18, 2021 2021",pants-fire,FALSE,0
1257,Ciara O'Rourke,The military took over the mainstream media.,Facebook posts,"18, 2021 2021",pants-fire,FALSE,0
1258,Ciara O'Rourke,“Military arrests former President George W. Bush.”,Viral image,"18, 2021 2021",pants-fire,FALSE,0
1259,Monique Curet,"Says Raz Simone “conquered” part of Seattle, handed out guns to form a paramilitary force that murdered three people, robbed the locals and walked away without being questioned.",Facebook posts,"18, 2021 2021",barely-true,FALSE,0
1260,Becca Schimmel,Keystone Pipeline was blocked by Obama on Warren Buffett’s behalf.,Facebook posts,"18, 2021 2021",false,FALSE,0
1261,Ciara O'Rourke,“NAVY SEALs raid cargo ship full of smuggled children.”,Viral image,"18, 2021 2021",pants-fire,FALSE,0
1262,Ciara O'Rourke,"Unleaded gas costs nearly $7 in Lancaster, Calif.",Viral image,"18, 2021 2021",false,FALSE,0
1263,Ciara O'Rourke,Says Kamala Harris said only vaccinated people are hospitalized and dying from COVID-19.,Viral image,"17, 2021 2021",pants-fire,FALSE,0
1264,Samantha Putterman,"""Bill Gates just admitted that the Pfizer and Moderna mRNA vaccines don’t work well.""",Tweets,"17, 2021 2021",false,FALSE,0
1265,Monique Curet,The COVID-19 vaccines “failed miserably” in animal trials and are “a type of gene therapy that several top scientists warn will kill you.”,TikTok posts,"17, 2021 2021",false,FALSE,0
1266,Ciara O'Rourke,“Close to hundreds” of people died at Astroworld.,Viral image,"17, 2021 2021",false,FALSE,0
1267,Monique Curet,"“500 National Guardsmen being called to Kenosha ahead of the Rittenhouse verdict. Had they done this in the first place, there wouldn’t have been a trial.”",Facebook posts,"17, 2021 2021",false,FALSE,0
1268,Jeff Cercone,A Kansas City tourism sign had a terrible typo.,Facebook posts,"17, 2021 2021",false,FALSE,0
1269,Samantha Putterman,"A new Facebook/Meta rule allows the company to use people’s photos without their permission, and posting a notice on your page will stop it from doing so.",Facebook posts,"17, 2021 2021",pants-fire,FALSE,0
1270,Tom Kertscher,"Timothy Simpkins, a Black teen shooter, got 1 day in jail and $75,000 bail, while Kyle Rittenhouse, a white teen, got 2 months in jail and $2 million bail. “I think it’s pretty evident ... that white privilege is a myth.”",Viral image,"17, 2021 2021",half-true,FALSE,0
1271,Ciara O'Rourke,“Disturbing Pfizer ad tells kids they’ll get superpowers from COVID jab.”,Bloggers,"16, 2021 2021",false,FALSE,0
1272,Monique Curet,"A new medical diagnosis code has been designated for people who decline vaccines, and it will be used to help determine who will go into ""education camps.""",Facebook posts,"16, 2021 2021",false,FALSE,0
1273,Monique Curet,Actor Macaulay Culkin died from a heroin overdose.,TikTok posts,"16, 2021 2021",pants-fire,FALSE,0
